 ,Sr,Therapy Area,Condition,Molecule,Route of Administration,Country,Participants,Services,Sub Services,Channel,Adoption,Program Measure,Program benefit vs non-program,Source
436,25,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Germany,731,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Medical_costs_reduction_euro,100.0,https://doi.org/10.1186/s12883-015-0426-x
437,25,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Germany,731,Medicine Usage Support,Dose/inj training,Inperson,,Medical_costs_reduction_euro,100.0,https://doi.org/10.1186/s12883-015-0426-x
438,25,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Germany,731,Motivation/Confidence,Coaching/Counseling,Inperson,,Medical_costs_reduction_euro,100.0,https://doi.org/10.1186/s12883-015-0426-x
439,27,Neurology,Multiple sclerosis,"Interferon beta-1a, Interferon beta-1b, Glatiramer acetate, Mitoxantrone, and Natalizumab",SC,USA,3125,Medicine Routine,Reminders,Telephone,,Adherence_MPR_improvement,100.0,https://doi.org/10.1177/1352458510373487
440,27,Neurology,Multiple sclerosis,"Interferon beta-1a, Interferon beta-1b, Glatiramer acetate, Mitoxantrone, and Natalizumab",SC,USA,3125,Medicine Logistics,Home Delivery/Order,Telephone,,Adherence_MPR_improvement,100.0,https://doi.org/10.1177/1352458510373487
441,27,Neurology,Multiple sclerosis,"Interferon beta-1a, Interferon beta-1b, Glatiramer acetate, Mitoxantrone, and Natalizumab",SC,USA,3125,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence_MPR_improvement,100.0,https://doi.org/10.1177/1352458510373487
442,28,Neurology,Multiple sclerosis,"Interferon beta, Dimethyl fumarate, Glatiramer acetate, Teriflunomide, and Fingolimod",SC,Israel,62,Psychosocial-Emotional,e-diary/patient story,App,,Adherence_MPR_gr80%,3.0,https://doi.org/10.1177/2055217320939309
443,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Medicine Routine,Reminders,Telephone,,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
444,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
445,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
446,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Psychosocial-Emotional,e-diary/patient story,App,,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
447,31,Neurology,Multiple sclerosis,Fingolimod,Oral,Switzerland,70,Patient Education,Nurse/AHP assistance,Inperson,,Qualitative only,,https://doi.org/10.1186/s12913-020-05278-3
448,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Medicine Routine,Reminders,Telephone,93.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
449,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Medicine Usage Support,Dose/inj training,Inperson,32.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
450,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),45.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
451,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Patient Education,Nurse/AHP assistance,Inperson,32.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
452,33,Neurology,Multiple sclerosis,Interferon beta-1a,SC,USA,435,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_discontinuation,86.0,https://doi.org/10.1331/1544345054475469
453,33,Neurology,Multiple sclerosis,Interferon beta-1a,SC,USA,435,Patient Education,Help-line (non-clinical),Telephone,,Perc_discontinuation,86.0,https://doi.org/10.1331/1544345054475469
454,34,Neurology,Multiple sclerosis,"Interferon-β, glatiramer acetate",SC,Germany,93,Patient Education,Nurse/AHP assistance,Inperson,,Achieved_informed_choice,195.0,https://doi.org/10.1097/JNN.0000000000000100
455,34,Neurology,Multiple sclerosis,"Interferon-β, glatiramer acetate",SC,Germany,93,Patient Education,Welcome Pack,Welcome Pack,,Achieved_informed_choice,195.0,https://doi.org/10.1097/JNN.0000000000000100
456,35,Neurology,Multiple sclerosis,NA,,Belgium,191,Patient Education,Nurse/AHP assistance,Inperson,,Impact of disease severity on PSP outcome,,DOI: 10.3233/NRE-130975
457,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Patient Education,Help-line (non-clinical),Telephone,,Perc_Persistence_12mnth,11.0,https://doi.org/10.1007/s11657-018-0487-8
458,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Patient Education,Help-line (non-clinical),Telephone,,Perc_discontinuation_12mnth,23.0,https://doi.org/10.1007/s11657-018-0487-8
459,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_discontinuation_12mnth,23.0,https://doi.org/10.1007/s11657-018-0487-8
460,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Patient Education,Help-line (non-clinical),Telephone,,Adherence_gr75%,12.0,https://doi.org/10.1007/s11657-018-0487-8
461,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence_gr75%,12.0,https://doi.org/10.1007/s11657-018-0487-8
462,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Medicine Routine,Reminders,Email/SMS/Mail,,Adherence_gr75%,12.0,https://doi.org/10.1007/s11657-018-0487-8
463,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_6mnth,47.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
464,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Medicine Routine,Reminders,Telephone,,Perc_Persistence_6mnth,47.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
465,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Welcome Pack,Welcome Pack,,Perc_Persistence_6mnth,47.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
466,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_6mnth,31.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
467,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,10.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
468,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Medicine Routine,Reminders,Telephone,,Adherence,10.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
469,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Patient Education,Welcome Pack,Welcome Pack,,Adherence,10.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
470,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Medicine Routine,Reminders,Telephone,,Perc_Persistence_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
471,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
472,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
473,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Medicine Routine,Reminders,Telephone,,Perc_discontinuation_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
474,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Patient Education,Welcome Pack,Welcome Pack,,Perc_discontinuation_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
475,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),62.0,Perc_Persistence_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
476,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Patient Education,Welcome Pack,Welcome Pack,62.0,Perc_Persistence_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
477,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,HCP-Needs,PSP feedback,Email/SMS/Mail,62.0,Perc_Persistence_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
478,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),62.0,Perc_Discontinuation_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
479,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,HCP-Needs,PSP feedback,Email/SMS/Mail,62.0,Perc_Discontinuation_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
480,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Motivation/Confidence,,Email/SMS/Mail,,Perc_Discontinuation_24mnth,21.0,https://doi.org/10.1007/s00198-019-05052-0
481,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Psychosocial-Emotional,Patient-segmentation,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,21.0,https://doi.org/10.1007/s00198-019-05052-0
482,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,21.0,https://doi.org/10.1007/s00198-019-05052-0
483,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,,https://doi.org/10.1185/03007995.2013.851659
484,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Usage Support,Dose/inj training,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,,https://doi.org/10.1185/03007995.2013.851659
485,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Routine,Reminders,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,,https://doi.org/10.1185/03007995.2013.851659
486,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,,https://doi.org/10.1185/03007995.2013.851659
487,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Usage Support,Dose/inj training,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,,https://doi.org/10.1185/03007995.2013.851659
488,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Routine,Reminders,Telephone (Nurse/AHP),,Perc_Discontinuation_24mnth,,https://doi.org/10.1185/03007995.2013.851659
489,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,,https://doi.org/10.1185/03007995.2013.851659
490,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Usage Support,Dose/inj training,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,,https://doi.org/10.1185/03007995.2013.851659
491,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Logistics,Home Delivery/Order,-,,PREM: Satisfaction_mean,,https://doi.org/10.1185/03007995.2013.851659
492,44,Other chronic conditions,Osteoporosis,Risedronate,Oral,"Australia, North and South America, Europe, and Africa",2382,Medicine Usage Support,Testing,-,,Perc_Persistence_12mnth,4.0,https://doi.org/10.1210/jc.2006-1526
493,44,Other chronic conditions,Osteoporosis,Risedronate,Oral,"Australia, North and South America, Europe, and Africa",2382,Medicine Usage Support,Testing,-,,Perc_discontinuation_12mnth,13.0,https://doi.org/10.1210/jc.2006-1526
494,45,Other chronic conditions,High blood pressure,Telmisartan,Oral,Poland,398,Medicine Routine,Reminders,Email/SMS/Mail,,Compliance,6.0,10.1097/HJH.0b013e328331b718
495,45,Other chronic conditions,High blood pressure,Telmisartan,Oral,Poland,398,Medicine Usage Support,Telemonitoring,Website,,Compliance,6.0,10.1097/HJH.0b013e328331b718
496,46,Other chronic conditions,Chronic health conditions,NA,,Australia,254,Motivation/Confidence,Goal Setting,Telephone (Nurse/AHP),,PREM: NPS,15.0,10.1097/HJH.0b013e328331b718
497,46,Other chronic conditions,Chronic health conditions,NA,,Australia,254,Motivation/Confidence,Goal Setting,Telephone (Nurse/AHP),,PROM: Health_Improvement,0.0,10.1097/HJH.0b013e328331b718
498,48,Other chronic conditions,Growth hormone deficiency (GHD),Somatropin,SC,Argentina,80,Patient Education,Nurse/AHP assistance,Inperson,,Adherence_median,13.0,10.1097/HJH.0b013e328331b718
499,48,Other chronic conditions,Growth hormone deficiency (GHD),Somatropin,SC,Argentina,80,Medicine Usage Support,Telemonitoring,Website,,Adherence_median,13.0,10.1097/HJH.0b013e328331b718
500,48,Other chronic conditions,Growth hormone deficiency (GHD),Somatropin,SC,Argentina,80,Patient Education,Nurse/AHP assistance,Inperson,,Adherence_MPR_gr80%,100.0,10.1097/HJH.0b013e328331b718
501,48,Other chronic conditions,Growth hormone deficiency (GHD),Somatropin,SC,Argentina,80,Medicine Usage Support,Telemonitoring,Website,,Adherence_MPR_gr80%,100.0,10.1097/HJH.0b013e328331b718
502,3,Cancer,Prostate cancer,NA,NA,Australia,75,Psychosocial-Emotional,Psychological Intervention,Website,,PROM: DASS-21_normal,,https://doi.org/10.1016/j.invent.2014.10.001
503,21,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Hidradenitis Suppurativa, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,Canada,38840,Medicine Logistics,Home Delivery/Order,-,,Perc_Dispensed Rx,56.0,https://doi.org/10.1016/j.clinthera.2018.02.001
504,17,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Hidradenitis Suppurativa, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1952,Financial,Free-Supply,Telephone,,Persistence_DaysOnTh,30.0,https://link.springer.com/article/10.1007/s40744-021-00309-9
505,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,11.0,https://doi.org/10.2147/PPA.S59496
506,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_Persistence_12mnth,11.0,https://doi.org/10.2147/PPA.S59496
507,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Logistics,Home Delivery/Order,-,,Perc_Persistence_24mnth,23.0,https://doi.org/10.2147/PPA.S59496
508,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Perc_Persistence_24mnth,23.0,https://doi.org/10.2147/PPA.S59496
509,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Perc_discontinuation_12mnth,41.0,https://doi.org/10.2147/PPA.S59496
510,23,Neurology,Multiple sclerosis,IFN β-1a,SC,Republic of Ireland,2884,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Perc_Discontinuation_24mnth,38.0,https://doi.org/10.2147/PPA.S59496
511,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence_MPR_gr80%,,https://doi.org/10.3111/13696998.2012.744316
512,29,Neurology,Multiple sclerosis,Glatiramer acetate (Copaxone),SC,USA,5825,Medicine Usage Support,Dose/inj training,Inperson,,Adherence_MPR_gr80%,43.0,https://doi.org/10.3111/13696998.2012.744316
513,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence,11.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
514,39,Other chronic conditions,Osteoporosis,Teriparatide,SC,Italy,382,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,8.0,https://link.springer.com/article/10.1007/s00223-012-9574-9
515,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence_MPR_gr80%,,https://doi.org/10.1080/03007995.2021.1918072
516,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
517,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,ICP,Telephone,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
518,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Motivation/Confidence,,Email/SMS/Mail,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
519,50,Other chronic conditions,Major depressive disorder,Vortioxetine,Oral,USA,1931,Financial,Co-pay,Telephone,,Adherence_MPR_mean,,https://doi.org/10.1080/03007995.2021.1918072
520,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,SideEffects/Comobidities Support,Tools-Kits,Telephone,,PREM: Adapted_BIPQ_BMQ_%MRisk,,https://doi.org/10.2147/PPA.S293941
521,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Carer Enablement,,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,22.0,https://doi.org/10.2147/PPA.S293941
522,51,Other chronic conditions,Neovascular age-related macular degeneration (nAMD),Aflibercept,IVI,Australia,4000,Medicine Routine,Reminders,Telephone,,Perc_discontinuation_12mnth,71.0,https://doi.org/10.2147/PPA.S293941
523,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Discontinuation_6mnth,53.0,https://doi.org/10.1002/osp4.419
524,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
525,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,HCP-Needs,Approval/Administrative support,Telephone,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
526,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Patient Education,Welcome Pack,Welcome Pack,,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
527,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Motivation/Confidence,Coaching/Counseling,Telephone,,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
528,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
529,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Financial,Co-pay,Telephone,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
530,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Welcome Pack,Welcome Pack,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
531,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
532,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
533,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,HCP-Needs,PSP feedback,Telephone,,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
534,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Routine,Reminders,Telephone,,Adherence,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
535,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Dose/inj training,Inperson,,Adherence_PDC_gr80%,19.0,https://doi.org/10.2147/PPA.S148777
536,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Patient Education,Nurse/AHP assistance,Inperson,,Perc_discontinuation,15.0,https://doi.org/10.2147/PPA.S148777
537,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
538,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Logistics,Disposal,-,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
539,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Co-pay,Telephone,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
540,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Free-Supply,Telephone,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
541,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,34.0,https://doi.org/10.1016/j.crohns.2009.10.002
542,25,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Germany,731,Motivation/Confidence,Coaching/Counseling,Telephone,,Medical_costs_reduction_euro,100.0,https://doi.org/10.1186/s12883-015-0426-x
543,27,Neurology,Multiple sclerosis,"Interferon beta-1a, Interferon beta-1b, Glatiramer acetate, Mitoxantrone, and Natalizumab",SC,USA,3125,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence_MPR_improvement,100.0,https://doi.org/10.1177/1352458510373487
544,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Medicine Usage Support,Dose/inj training,Telephone,,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
545,30,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Sweden,46,Patient Education,,Email/SMS/Mail,,Adherence,22.0,https://doi.org/10.1371/journal.pone.0218453
546,31,Neurology,Multiple sclerosis,Fingolimod,Oral,Switzerland,70,Motivation/Confidence,Coaching/Counseling,Inperson,,Qualitative only,,https://doi.org/10.1186/s12913-020-05278-3
547,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Motivation/Confidence,Coaching/Counseling,Telephone,45.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
548,32,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,1123,Psychosocial-Emotional,Patient communities-support,Website,56.0,PROM: EQ-5D VAS Score,26.0,https://doi.org/10.1097/JNN.0b013e31828a4161
549,33,Neurology,Multiple sclerosis,Interferon beta-1a,SC,USA,435,Patient Education,,Email/SMS/Mail,,Perc_discontinuation,86.0,https://doi.org/10.1331/1544345054475469
550,36,Other chronic conditions,Osteoporosis,Teriparatide,SC,Japan,790,Medicine Routine,Reminders,Email/SMS/Mail,,Perc_Persistence_12mnth,11.0,https://doi.org/10.1007/s11657-018-0487-8
551,37,Other chronic conditions,Osteoporosis,Bisphosphonate ibandronate,SC,UK,561,Medicine Routine,Reminders,Telephone,,Perc_Discontinuation_6mnth,31.0,https://doi.org/10.1111/j.1742-1241.2006.01059.x
552,38,Other chronic conditions,Osteoporosis,Denosumab,SC,Canada,1793,Patient Education,Welcome Pack,Welcome Pack,,Perc_Persistence_12mnth,,http://dx.doi.org/10.1185/03007995.2015.1053049
553,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Medicine Usage Support,Dose/inj training,Inperson,62.0,Perc_Persistence_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
554,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Patient Education,Welcome Pack,Welcome Pack,62.0,Perc_Discontinuation_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
555,41,Other chronic conditions,Osteoporosis,Teriparatide,SC,France,5413,Medicine Usage Support,Dose/inj training,Inperson,62.0,Perc_Discontinuation_6mnth,80.0,https://doi.org/10.1007/s00198-008-0698-8
556,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Motivation/Confidence,,Email/SMS/Mail,,Perc_Persistence_24mnth,8.0,https://doi.org/10.1007/s00198-019-05052-0
557,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Psychosocial-Emotional,Patient-segmentation,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,8.0,https://doi.org/10.1007/s00198-019-05052-0
558,42,Other chronic conditions,Osteoporosis,Teriparatide,SC,Netherlands,1573,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_24mnth,8.0,https://doi.org/10.1007/s00198-019-05052-0
559,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Logistics,Home Delivery/Order,-,,Perc_Persistence_24mnth,,https://doi.org/10.1185/03007995.2013.851659
560,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Logistics,Home Delivery/Order,-,,Perc_Discontinuation_24mnth,,https://doi.org/10.1185/03007995.2013.851659
561,43,Other chronic conditions,Osteoporosis,Teriparatide,SC,Spain,23069,Medicine Routine,Reminders,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,,https://doi.org/10.1185/03007995.2013.851659
562,46,Other chronic conditions,Chronic health conditions,NA,,Australia,254,Motivation/Confidence,ICP,Telephone (Nurse/AHP),,PREM: NPS,15.0,10.1097/HJH.0b013e328331b718
563,46,Other chronic conditions,Chronic health conditions,NA,,Australia,254,Motivation/Confidence,ICP,Telephone (Nurse/AHP),,PROM: Health_Improvement,0.0,10.1097/HJH.0b013e328331b718
